scenario,location,tech_type,value
105,PRT_1,hydro_reservoir,1.6428179933707294
105,PRT_2,hydro_reservoir,0.1739601194724856
106,PRT_1,pumped_hydro,0.505776103896104
106,PRT_2,pumped_hydro,0.0058
106,PRT_1,hydro_reservoir,1.6428179933707294
106,PRT_2,hydro_reservoir,0.1739601194724856
107,PRT_1,pumped_hydro,0.505776103896104
107,PRT_2,pumped_hydro,0.0058
107,PRT_1,hydro_reservoir,1.6428179933707294
107,PRT_2,hydro_reservoir,0.1739601194724856
108,PRT_1,pumped_hydro,0.505776103896104
108,PRT_2,pumped_hydro,0.0058
108,PRT_1,hydro_reservoir,1.6428179933707294
108,PRT_2,hydro_reservoir,0.1739601194724856
109,PRT_1,pumped_hydro,0.505776103896104
109,PRT_2,pumped_hydro,0.0058
109,PRT_1,hydro_reservoir,1.6428179933707294
109,PRT_2,hydro_reservoir,0.1739601194724856
110,PRT_1,pumped_hydro,0.505776103896104
110,PRT_2,pumped_hydro,0.0058
110,PRT_1,hydro_reservoir,1.6428179933707294
110,PRT_2,hydro_reservoir,0.1739601194724856
111,PRT_1,pumped_hydro,0.505776103896104
111,PRT_2,pumped_hydro,0.0058
111,PRT_1,hydro_reservoir,1.6428179933707294
111,PRT_2,hydro_reservoir,0.1739601194724856
112,PRT_1,pumped_hydro,0.505776103896104
112,PRT_2,pumped_hydro,0.0058
112,PRT_1,hydro_reservoir,1.6428179933707294
112,PRT_2,hydro_reservoir,0.1739601194724856
113,PRT_1,pumped_hydro,0.505776103896104
113,PRT_2,pumped_hydro,0.0058
113,PRT_1,hydro_reservoir,1.6428179933707294
113,PRT_2,hydro_reservoir,0.1739601194724856
114,PRT_1,pumped_hydro,0.505776103896104
114,PRT_2,pumped_hydro,0.0058
114,PRT_1,hydro_reservoir,1.6428179933707294
114,PRT_2,hydro_reservoir,0.1739601194724856
115,PRT_1,pumped_hydro,0.505776103896104
115,PRT_2,pumped_hydro,0.0058
115,PRT_1,hydro_reservoir,1.6428179933707294
