spores,techs,locs,carriers,unit,generated_district_heat
46,chp_hydrogen,PRT_2,heat,twh,0.0058500652100239
46,chp_methane_extraction,PRT_1,heat,twh,0.0050620684951281
46,chp_methane_extraction,PRT_2,heat,twh,0.0031469754695972
46,chp_wte_back_pressure,PRT_1,heat,twh,0.0041284205257638
46,chp_wte_back_pressure,PRT_2,heat,twh,0.004345816778953
47,chp_biofuel_extraction,PRT_1,heat,twh,0.0615567568640143
47,chp_biofuel_extraction,PRT_2,heat,twh,0.0263066742001441
47,chp_hydrogen,PRT_1,heat,twh,0.0074862580702015
47,chp_hydrogen,PRT_2,heat,twh,0.0070764521923298
47,chp_methane_extraction,PRT_1,heat,twh,0.006806180443803
47,chp_methane_extraction,PRT_2,heat,twh,0.0044415918271879
47,chp_wte_back_pressure,PRT_1,heat,twh,0.0041140267697619
47,chp_wte_back_pressure,PRT_2,heat,twh,0.004298806864978
48,chp_biofuel_extraction,PRT_1,heat,twh,0.0459246557787909
48,chp_biofuel_extraction,PRT_2,heat,twh,0.0221165339429858
48,chp_hydrogen,PRT_1,heat,twh,0.0052191201211598
48,chp_hydrogen,PRT_2,heat,twh,0.0053039653052656
48,chp_methane_extraction,PRT_1,heat,twh,0.0048594416393754
48,chp_methane_extraction,PRT_2,heat,twh,0.0024122169679048
48,chp_wte_back_pressure,PRT_1,heat,twh,0.0029303293958129
48,chp_wte_back_pressure,PRT_2,heat,twh,0.0031321014519407
49,chp_biofuel_extraction,PRT_1,heat,twh,0.074871909022064
49,chp_biofuel_extraction,PRT_2,heat,twh,0.0355699786477548
49,chp_hydrogen,PRT_1,heat,twh,0.0086971740051919
49,chp_hydrogen,PRT_2,heat,twh,0.0087061150887721
49,chp_methane_extraction,PRT_1,heat,twh,0.0080846371586291
49,chp_methane_extraction,PRT_2,heat,twh,0.0050096244590938
49,chp_wte_back_pressure,PRT_1,heat,twh,0.0046702298228069
49,chp_wte_back_pressure,PRT_2,heat,twh,0.004966637378018
50,chp_biofuel_extraction,PRT_1,heat,twh,0.1240326761049725
50,chp_biofuel_extraction,PRT_2,heat,twh,0.0605531834594449
50,chp_hydrogen,PRT_1,heat,twh,0.0151945335024342
50,chp_hydrogen,PRT_2,heat,twh,0.0153348815293194
50,chp_methane_extraction,PRT_1,heat,twh,0.0143428317500744
50,chp_methane_extraction,PRT_2,heat,twh,0.0063350395983157
50,chp_wte_back_pressure,PRT_1,heat,twh,0.0076955661709979
50,chp_wte_back_pressure,PRT_2,heat,twh,0.0083564849321429
51,chp_biofuel_extraction,PRT_1,heat,twh,9.583838468506744e-05
