spores,techs,locs,carriers,unit,generated_road_transport
35,light_transport_ice,PRT_2,transport,billion_km,0.0046299615005857
36,heavy_transport_ev,PRT_1,transport,billion_km,0.9146936286506386
36,heavy_transport_ev,PRT_2,transport,billion_km,1.133105613887268
36,heavy_transport_ice,PRT_1,transport,billion_km,0.0006338772454006
36,heavy_transport_ice,PRT_2,transport,billion_km,0.0012123613241102
36,light_transport_ev,PRT_1,transport,billion_km,33.992481454794984
36,light_transport_ev,PRT_2,transport,billion_km,36.04100547988706
36,light_transport_ice,PRT_1,transport,billion_km,0.0090558706813939
36,light_transport_ice,PRT_2,transport,billion_km,0.0089873493818914
37,heavy_transport_ev,PRT_1,transport,billion_km,0.9128467860995536
37,heavy_transport_ev,PRT_2,transport,billion_km,1.1336010803712924
37,heavy_transport_ice,PRT_1,transport,billion_km,0.002214602741473
37,heavy_transport_ice,PRT_2,transport,billion_km,0.0004507777736094
37,light_transport_ev,PRT_1,transport,billion_km,33.98693559366272
37,light_transport_ev,PRT_2,transport,billion_km,36.04564240317125
37,light_transport_ice,PRT_1,transport,billion_km,0.013537263089289
37,light_transport_ice,PRT_2,transport,billion_km,0.003285954333122
38,heavy_transport_ev,PRT_1,transport,billion_km,0.9097539539206096
38,heavy_transport_ev,PRT_2,transport,billion_km,1.1322471227419657
38,heavy_transport_ice,PRT_1,transport,billion_km,0.0036744281649565
38,heavy_transport_ice,PRT_2,transport,billion_km,0.0001717286565808
38,light_transport_ev,PRT_1,transport,billion_km,33.97998490060664
38,light_transport_ev,PRT_2,transport,billion_km,36.04113291645862
38,light_transport_ice,PRT_1,transport,billion_km,0.0139559288202453
38,light_transport_ice,PRT_2,transport,billion_km,0.0012634193854313
39,heavy_transport_ev,PRT_1,transport,billion_km,0.9146511179464992
39,heavy_transport_ev,PRT_2,transport,billion_km,1.1341968205949908
39,heavy_transport_ice,PRT_1,transport,billion_km,0.0014476847269722
39,heavy_transport_ice,PRT_2,transport,billion_km,0.0008924513904327
39,light_transport_ev,PRT_1,transport,billion_km,33.994695444239944
39,light_transport_ev,PRT_2,transport,billion_km,36.0469019551138
39,light_transport_ice,PRT_1,transport,billion_km,0.0099270679117345
39,light_transport_ice,PRT_2,transport,billion_km,0.006176061400122
40,heavy_transport_ev,PRT_1,transport,billion_km,0.913284227059376
40,heavy_transport_ev,PRT_2,transport,billion_km,1.1340109432355885
40,heavy_transport_ice,PRT_1,transport,billion_km,0.0031370954342902
40,heavy_transport_ice,PRT_2,transport,billion_km,0.0014008485759572
40,light_transport_ev,PRT_1,transport,billion_km,33.983945422234264
40,light_transport_ev,PRT_2,transport,billion_km,36.0436427256863
40,light_transport_ice,PRT_1,transport,billion_km,0.0219671703600384
40,light_transport_ice,PRT_2,transport,billion_km,0.0107253701968183
41,heavy_transport_ev,PRT_1,transport,billion_km,0.9145728411849898
41,heavy_transport_ev,PRT_2,transport,billion_km,1.1344897817701067
41,heavy_transport_ice,PRT_1,transport,billion_km,0.0015658158941649
41,heavy_transport_ice,PRT_2,transport,billion_km,0.0006393446229034
41,light_transport_ev,PRT_1,transport,billion_km,33.99454934912098
41,light_transport_ev,PRT_2,transport,billion_km,36.048652531479725
41,light_transport_ice,PRT_1,transport,billion_km,0.0102325807347951
41,light_transport_ice,PRT_2,transport,billion_km,0.0045849022736152
42,heavy_transport_ev,PRT_1,transport,billion_km,0.9137455288614758
42,heavy_transport_ev,PRT_2,transport,billion_km,1.1336951751919278
42,heavy_transport_ice,PRT_1,transport,billion_km,0.0018052162253651
42,heavy_transport_ice,PRT_2,transport,billion_km,0.0008460392061816
42,light_transport_ev,PRT_1,transport,billion_km,33.98981726508588
42,light_transport_ev,PRT_2,transport,billion_km,36.04454139509531
42,light_transport_ice,PRT_1,transport,billion_km,0.0126130170284448
42,light_transport_ice,PRT_2,transport,billion_km,0.0063443924784998
43,heavy_transport_ev,PRT_1,transport,billion_km,0.9126999036660928
43,heavy_transport_ev,PRT_2,transport,billion_km,1.1335537386235426
43,heavy_transport_ice,PRT_1,transport,billion_km,0.0036457391259863
43,heavy_transport_ice,PRT_2,transport,billion_km,0.001782373484581
43,light_transport_ev,PRT_1,transport,billion_km,33.98069695918785
43,light_transport_ev,PRT_2,transport,billion_km,36.04133078865766
43,light_transport_ice,PRT_1,transport,billion_km,0.0249129138399041
43,light_transport_ice,PRT_2,transport,billion_km,0.0127345883194233
44,heavy_transport_ev,PRT_1,transport,billion_km,0.9063017631329406
44,heavy_transport_ev,PRT_2,transport,billion_km,1.1295927964696315
44,heavy_transport_ice,PRT_1,transport,billion_km,0.0082158650280847
44,heavy_transport_ice,PRT_2,transport,billion_km,0.0039153010059401
44,light_transport_ev,PRT_1,transport,billion_km,33.93740182996328
44,light_transport_ev,PRT_2,transport,billion_km,36.017825299871454
44,light_transport_ice,PRT_1,transport,billion_km,0.0608959843175111
44,light_transport_ice,PRT_2,transport,billion_km,0.0289280180942915
45,heavy_transport_ev,PRT_1,transport,billion_km,0.912704564209496
45,heavy_transport_ev,PRT_2,transport,billion_km,1.133467220543675
45,heavy_transport_ice,PRT_1,transport,billion_km,0.0037234407036504
45,heavy_transport_ice,PRT_2,transport,billion_km,0.0019512536847807
45,light_transport_ev,PRT_1,transport,billion_km,33.97980007351779
45,light_transport_ev,PRT_2,transport,billion_km,36.04018172865641
45,light_transport_ice,PRT_1,transport,billion_km,0.0261392475649214
45,light_transport_ice,PRT_2,transport,billion_km,0.0142130965316478
46,heavy_transport_ev,PRT_1,transport,billion_km,0.9124434311078652
46,heavy_transport_ev,PRT_2,transport,billion_km,1.1323017456352538
46,heavy_transport_ice,PRT_1,transport,billion_km,0.0017525665061254
46,heavy_transport_ice,PRT_2,transport,billion_km,0.0008847212895263
46,light_transport_ev,PRT_1,transport,billion_km,33.98457131400391
46,light_transport_ev,PRT_2,transport,billion_km,36.0386575830228
46,light_transport_ice,PRT_1,transport,billion_km,0.0124399778020416
46,light_transport_ice,PRT_2,transport,billion_km,0.0068092131574672
47,heavy_transport_ev,PRT_1,transport,billion_km,0.913514439539902
47,heavy_transport_ev,PRT_2,transport,billion_km,1.1339186703619824
47,heavy_transport_ice,PRT_1,transport,billion_km,0.0025461673181939
47,heavy_transport_ice,PRT_2,transport,billion_km,0.001132405807392
47,light_transport_ev,PRT_1,transport,billion_km,33.987168531484514
47,light_transport_ev,PRT_2,transport,billion_km,36.04451744131581
47,light_transport_ice,PRT_1,transport,billion_km,0.0173011972144249
47,light_transport_ice,PRT_2,transport,billion_km,0.008407791633642
48,heavy_transport_ev,PRT_1,transport,billion_km,0.9119917205827084
48,heavy_transport_ev,PRT_2,transport,billion_km,1.1318893722144308
48,heavy_transport_ice,PRT_1,transport,billion_km,0.0015962477652089
48,heavy_transport_ice,PRT_2,transport,billion_km,0.0006890654501881
48,light_transport_ev,PRT_1,transport,billion_km,33.98347616955711
48,light_transport_ev,PRT_2,transport,billion_km,36.037861428708126
48,light_transport_ice,PRT_1,transport,billion_km,0.0111030058031483
48,light_transport_ice,PRT_2,transport,billion_km,0.0051732507885314
49,heavy_transport_ev,PRT_1,transport,billion_km,0.9127325920503918
49,heavy_transport_ev,PRT_2,transport,billion_km,1.1335985555082866
49,heavy_transport_ice,PRT_1,transport,billion_km,0.0032422482125075
49,heavy_transport_ice,PRT_2,transport,billion_km,0.0013667540743616
49,light_transport_ev,PRT_1,transport,billion_km,33.98161255548347
49,light_transport_ev,PRT_2,transport,billion_km,36.04214966985711
49,light_transport_ice,PRT_1,transport,billion_km,0.0225141084821608
49,light_transport_ice,PRT_2,transport,billion_km,0.0104324972297935
50,heavy_transport_ev,PRT_1,transport,billion_km,0.9095930863305568
50,heavy_transport_ev,PRT_2,transport,billion_km,1.131388173714011
50,heavy_transport_ice,PRT_1,transport,billion_km,0.0046190399212558
50,heavy_transport_ice,PRT_2,transport,billion_km,0.001814421851472
50,light_transport_ev,PRT_1,transport,billion_km,33.96501775598428
50,light_transport_ev,PRT_2,transport,billion_km,36.03173572202515
50,light_transport_ice,PRT_1,transport,billion_km,0.0320580502691797
50,light_transport_ice,PRT_2,transport,billion_km,0.0137955893085304
51,heavy_transport_ev,PRT_1,transport,billion_km,0.9128107019388392
51,heavy_transport_ev,PRT_2,transport,billion_km,1.131801203558028
51,heavy_transport_ice,PRT_1,transport,billion_km,6.077838388972602e-06
51,heavy_transport_ice,PRT_2,transport,billion_km,6.044319324183892e-06
