spores,techs,locs,carriers,unit,nameplate_capacity
5,wind_onshore,PRT-18_1,electricity,gw,0.0006043107829438666
5,wind_onshore,PRT-3_1,electricity,gw,10.2567207694349
5,wind_onshore,PRT-4_1,electricity,gw,0.0005507241004783474
5,wind_onshore,PRT-6_1,electricity,gw,0.8288589854768
5,wind_onshore,PRT-8_1,electricity,gw,0.009385713117331622
5,wind_onshore,PRT-9_1,electricity,gw,10.355572884306099
6,battery,PRT_1,electricity,gw,0.001277954159250337
6,battery,PRT_2,electricity,gw,0.0013780156760426856
6,ccgt,PRT_1,electricity,gw,0.015365418733798205
6,ccgt,PRT_2,electricity,gw,0.367354906107
6,chp_biofuel_extraction,PRT_1,electricity,gw,0.001109780676269446
6,chp_biofuel_extraction,PRT_1,heat,gw,0.0017975677376885946
6,chp_biofuel_extraction,PRT_2,heat,gw,0.0005899409144002665
6,chp_hydrogen,PRT_1,heat,gw,0.00015353188638088166
6,chp_hydrogen,PRT_2,heat,gw,0.0002538000728647903
6,chp_methane_extraction,PRT_1,electricity,gw,0.0005798306573276333
6,chp_methane_extraction,PRT_1,heat,gw,0.00019446846672995305
6,chp_methane_extraction,PRT_2,heat,gw,0.00013034560657088198
6,chp_wte_back_pressure,PRT_1,electricity,gw,0.07625595654059317
6,chp_wte_back_pressure,PRT_1,heat,gw,4.8354936079830496e-05
6,chp_wte_back_pressure,PRT_2,electricity,gw,0.0746340120039033
6,chp_wte_back_pressure,PRT_2,heat,gw,6.396667635122798e-05
6,electrolysis,PRT_1,hydrogen,gw,3.0107945948812
6,electrolysis,PRT_2,hydrogen,gw,0.2264404459224
6,existing_pv,PRT-10_1,electricity,gw,0.2
6,existing_pv,PRT-12_1,electricity,gw,0.1
6,existing_pv,PRT-15_1,electricity,gw,0.2
6,existing_pv,PRT-3_1,electricity,gw,0.5
6,existing_pv,PRT-9_1,electricity,gw,0.1
6,existing_wind,PRT-10_1,electricity,gw,0.11
6,existing_wind,PRT-11_1,electricity,gw,0.43
6,existing_wind,PRT-12_1,electricity,gw,0.1
6,existing_wind,PRT-15_1,electricity,gw,0.11999999999989999
6,existing_wind,PRT-16_1,electricity,gw,0.030000000000000002
6,existing_wind,PRT-17_1,electricity,gw,0.08
6,existing_wind,PRT-18_1,electricity,gw,0.83
6,existing_wind,PRT-19_1,electricity,gw,0.7699999999999999
6,existing_wind,PRT-1_1,electricity,gw,0.060000000000000005
6,existing_wind,PRT-20_1,electricity,gw,0.82
6,existing_wind,PRT-3_1,electricity,gw,0.13999999999999999
6,existing_wind,PRT-4_1,electricity,gw,0.35
6,existing_wind,PRT-5_1,electricity,gw,0.1799999999999
6,existing_wind,PRT-6_1,electricity,gw,0.67
6,existing_wind,PRT-7_1,electricity,gw,0.4799999999999
6,existing_wind,PRT-9_1,electricity,gw,0.23
6,hydro_reservoir,PRT_1,electricity,gw,1.1303999999999998
6,hydro_reservoir,PRT_2,electricity,gw,0.205
6,hydro_run_of_river,PRT_1,electricity,gw,1.4028
6,hydro_run_of_river,PRT_2,electricity,gw,0.2127
6,open_field_pv,PRT-10_1,electricity,gw,0.006996861140544778
6,open_field_pv,PRT-12_1,electricity,gw,0.0012585138381263517
