spores,techs,locs,carriers,unit,generated_district_heat
49,chp_wte_back_pressure,PRT_1,heat,twh,0.0534539191750731
49,chp_wte_back_pressure,PRT_2,heat,twh,0.0563807203455448
50,chp_biofuel_extraction,PRT_1,heat,twh,0.1233775042545016
50,chp_biofuel_extraction,PRT_2,heat,twh,0.0669289869820757
50,chp_hydrogen,PRT_1,heat,twh,0.0215153837228933
50,chp_hydrogen,PRT_2,heat,twh,0.0219332981471725
50,chp_methane_extraction,PRT_1,heat,twh,0.0181413564389706
50,chp_methane_extraction,PRT_2,heat,twh,0.0099564868428293
50,chp_wte_back_pressure,PRT_1,heat,twh,0.0138716428405757
50,chp_wte_back_pressure,PRT_2,heat,twh,0.0145251610788223
51,chp_biofuel_extraction,PRT_1,heat,twh,0.0003239422496561
51,chp_biofuel_extraction,PRT_2,heat,twh,0.0003071095576141
51,chp_hydrogen,PRT_1,heat,twh,0.0005942763391037
