spores,techs,exporting_region,unit,carriers,importing_region,transmission_capacity
184,ac_transmission,PRT_1,gw,electricity,PRT_2,4.102514735442
184,ac_transmission,PRT_2,gw,electricity,PRT_1,4.102514735442
185,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000014274373
185,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0000014274373
185,ac_transmission,PRT_1,gw,electricity,PRT_2,4.1910174228379
185,ac_transmission,PRT_2,gw,electricity,PRT_1,4.1910174228379
186,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000394175058
186,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0000394175058
186,ac_transmission,PRT_1,gw,electricity,PRT_2,3.9999998461556
186,ac_transmission,PRT_2,gw,electricity,PRT_1,3.9999998461556
187,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000393590687997
187,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0000393590687997
187,ac_transmission,PRT_1,gw,electricity,PRT_2,3.9999993965708
187,ac_transmission,PRT_2,gw,electricity,PRT_1,3.9999993965708
188,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,2.9999998135841
188,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,2.9999998135841
188,ac_transmission,PRT_1,gw,electricity,PRT_2,3.9999998180614
188,ac_transmission,PRT_2,gw,electricity,PRT_1,3.9999998180614
189,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000046705565
189,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0000046705565
189,ac_transmission,PRT_1,gw,electricity,PRT_2,4.0000003137991
189,ac_transmission,PRT_2,gw,electricity,PRT_1,4.0000003137991
190,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000061953416
190,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0000061953416
190,ac_transmission,PRT_1,gw,electricity,PRT_2,3.9999994656821003
190,ac_transmission,PRT_2,gw,electricity,PRT_1,3.9999994656821003
191,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.670227265996
191,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.670227265996
191,ac_transmission,PRT_1,gw,electricity,PRT_2,4.114367162515999
191,ac_transmission,PRT_2,gw,electricity,PRT_1,4.114367162515999
192,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.1833368513122
192,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.1833368513122
192,ac_transmission,PRT_1,gw,electricity,PRT_2,4.0297261351906
192,ac_transmission,PRT_2,gw,electricity,PRT_1,4.0297261351906
193,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.4098411028137
193,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.4098411028137
193,ac_transmission,PRT_1,gw,electricity,PRT_2,4.1782809906664
193,ac_transmission,PRT_2,gw,electricity,PRT_1,4.1782809906664
194,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000014731460003
194,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0000014731460003
194,ac_transmission,PRT_1,gw,electricity,PRT_2,4.0108362194764995
194,ac_transmission,PRT_2,gw,electricity,PRT_1,4.0108362194764995
195,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000006540972
195,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0000006540972
195,ac_transmission,PRT_1,gw,electricity,PRT_2,4.1944922850263
195,ac_transmission,PRT_2,gw,electricity,PRT_1,4.1944922850263
196,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000010336686
196,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0000010336686
196,ac_transmission,PRT_1,gw,electricity,PRT_2,3.9999999321068005
196,ac_transmission,PRT_2,gw,electricity,PRT_1,3.9999999321068005
197,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000634770178003
197,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0000634770178003
197,ac_transmission,PRT_1,gw,electricity,PRT_2,3.9999996952929004
197,ac_transmission,PRT_2,gw,electricity,PRT_1,3.9999996952929004
198,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000057247077003
198,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0000057247077003
198,ac_transmission,PRT_1,gw,electricity,PRT_2,3.9999999898567
198,ac_transmission,PRT_2,gw,electricity,PRT_1,3.9999999898567
199,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000029359887
199,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0000029359887
199,ac_transmission,PRT_1,gw,electricity,PRT_2,4.0000001332956
199,ac_transmission,PRT_2,gw,electricity,PRT_1,4.0000001332956
200,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000024789352
200,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0000024789352
200,ac_transmission,PRT_1,gw,electricity,PRT_2,4.0000000318510995
200,ac_transmission,PRT_2,gw,electricity,PRT_1,4.0000000318510995
201,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,4.1481388466277
201,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,4.1481388466277
201,ac_transmission,PRT_1,gw,electricity,PRT_2,3.9999999691525003
201,ac_transmission,PRT_2,gw,electricity,PRT_1,3.9999999691525003
202,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000682897102
202,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0000682897102
202,ac_transmission,PRT_1,gw,electricity,PRT_2,4.0000000141183
202,ac_transmission,PRT_2,gw,electricity,PRT_1,4.0000000141183
203,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000009605715
203,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0000009605715
203,ac_transmission,PRT_1,gw,electricity,PRT_2,4.0000004173005
203,ac_transmission,PRT_2,gw,electricity,PRT_1,4.0000004173005
204,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000052239634
204,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0000052239634
204,ac_transmission,PRT_1,gw,electricity,PRT_2,4.0000000150833
204,ac_transmission,PRT_2,gw,electricity,PRT_1,4.0000000150833
205,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000096127380997
205,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0000096127380997
205,ac_transmission,PRT_1,gw,electricity,PRT_2,3.9999999852255996
205,ac_transmission,PRT_2,gw,electricity,PRT_1,3.9999999852255996
206,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000010763755003
206,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0000010763755003
206,ac_transmission,PRT_1,gw,electricity,PRT_2,4.0000010889652
206,ac_transmission,PRT_2,gw,electricity,PRT_1,4.0000010889652
207,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0001326700860997
207,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0001326700860997
207,ac_transmission,PRT_1,gw,electricity,PRT_2,3.9999995384564997
207,ac_transmission,PRT_2,gw,electricity,PRT_1,3.9999995384564997
208,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,2.9999998711046
208,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,2.9999998711046
208,ac_transmission,PRT_1,gw,electricity,PRT_2,3.9999998635895
208,ac_transmission,PRT_2,gw,electricity,PRT_1,3.9999998635895
209,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,2.9999998035621
209,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,2.9999998035621
209,ac_transmission,PRT_1,gw,electricity,PRT_2,4.0000001206201
209,ac_transmission,PRT_2,gw,electricity,PRT_1,4.0000001206201
210,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000013384508
210,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0000013384508
210,ac_transmission,PRT_1,gw,electricity,PRT_2,3.9999997934818
210,ac_transmission,PRT_2,gw,electricity,PRT_1,3.9999997934818
211,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000001920078
211,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0000001920078
211,ac_transmission,PRT_1,gw,electricity,PRT_2,4.0000001489705
211,ac_transmission,PRT_2,gw,electricity,PRT_1,4.0000001489705
212,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000134136121
212,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0000134136121
212,ac_transmission,PRT_1,gw,electricity,PRT_2,4.0000001890655
212,ac_transmission,PRT_2,gw,electricity,PRT_1,4.0000001890655
213,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000094828733
213,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0000094828733
213,ac_transmission,PRT_1,gw,electricity,PRT_2,4.0000001077922
213,ac_transmission,PRT_2,gw,electricity,PRT_1,4.0000001077922
214,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000229618597998
214,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0000229618597998
214,ac_transmission,PRT_1,gw,electricity,PRT_2,3.9999996992105
214,ac_transmission,PRT_2,gw,electricity,PRT_1,3.9999996992105
215,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000082690741
215,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0000082690741
215,ac_transmission,PRT_1,gw,electricity,PRT_2,4.0000000077233
215,ac_transmission,PRT_2,gw,electricity,PRT_1,4.0000000077233
216,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000098236463
216,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0000098236463
216,ac_transmission,PRT_1,gw,electricity,PRT_2,3.9999998235138
216,ac_transmission,PRT_2,gw,electricity,PRT_1,3.9999998235138
217,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.000101697421
217,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.000101697421
217,ac_transmission,PRT_1,gw,electricity,PRT_2,3.9999993227253
217,ac_transmission,PRT_2,gw,electricity,PRT_1,3.9999993227253
218,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000924488253
218,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0000924488253
218,ac_transmission,PRT_1,gw,electricity,PRT_2,4.000000625243801
218,ac_transmission,PRT_2,gw,electricity,PRT_1,4.000000625243801
219,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000090655681
219,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0000090655681
219,ac_transmission,PRT_1,gw,electricity,PRT_2,3.9999999094692003
219,ac_transmission,PRT_2,gw,electricity,PRT_1,3.9999999094692003
220,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000056765821
220,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0000056765821
220,ac_transmission,PRT_1,gw,electricity,PRT_2,3.9999997637586002
220,ac_transmission,PRT_2,gw,electricity,PRT_1,3.9999997637586002
221,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.000023529606
221,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.000023529606
221,ac_transmission,PRT_1,gw,electricity,PRT_2,4.00000088806
221,ac_transmission,PRT_2,gw,electricity,PRT_1,4.00000088806
222,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000322496272998
222,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0000322496272998
222,ac_transmission,PRT_1,gw,electricity,PRT_2,3.9999998305079
222,ac_transmission,PRT_2,gw,electricity,PRT_1,3.9999998305079
223,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0002740659372
223,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0002740659372
223,ac_transmission,PRT_1,gw,electricity,PRT_2,3.9999995956850003
223,ac_transmission,PRT_2,gw,electricity,PRT_1,3.9999995956850003
224,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000193628250003
224,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0000193628250003
224,ac_transmission,PRT_1,gw,electricity,PRT_2,4.0000318676977
224,ac_transmission,PRT_2,gw,electricity,PRT_1,4.0000318676977
225,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.000029297078
225,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.000029297078
225,ac_transmission,PRT_1,gw,electricity,PRT_2,4.0000072958425
225,ac_transmission,PRT_2,gw,electricity,PRT_1,4.0000072958425
226,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000256091471
226,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0000256091471
226,ac_transmission,PRT_1,gw,electricity,PRT_2,3.9999991315965997
226,ac_transmission,PRT_2,gw,electricity,PRT_1,3.9999991315965997
227,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000118867011
227,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0000118867011
227,ac_transmission,PRT_1,gw,electricity,PRT_2,3.9999967648372
227,ac_transmission,PRT_2,gw,electricity,PRT_1,3.9999967648372
228,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000096602178
228,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0000096602178
228,ac_transmission,PRT_1,gw,electricity,PRT_2,3.9999998844923
228,ac_transmission,PRT_2,gw,electricity,PRT_1,3.9999998844923
229,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,2.9999997005873
229,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,2.9999997005873
229,ac_transmission,PRT_1,gw,electricity,PRT_2,4.000000059453201
229,ac_transmission,PRT_2,gw,electricity,PRT_1,4.000000059453201
230,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,2.9999997902283
230,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,2.9999997902283
230,ac_transmission,PRT_1,gw,electricity,PRT_2,3.9999999229379
230,ac_transmission,PRT_2,gw,electricity,PRT_1,3.9999999229379
231,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,15.0
231,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,15.0
231,ac_transmission,PRT_1,gw,electricity,PRT_2,5.4169068226465
231,ac_transmission,PRT_2,gw,electricity,PRT_1,5.4169068226465
232,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,15.0
232,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,15.0
232,ac_transmission,PRT_1,gw,electricity,PRT_2,4.1275302270769
232,ac_transmission,PRT_2,gw,electricity,PRT_1,4.1275302270769
233,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,15.0
233,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,15.0
233,ac_transmission,PRT_1,gw,electricity,PRT_2,4.0000077043063
233,ac_transmission,PRT_2,gw,electricity,PRT_1,4.0000077043063
234,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,15.0
234,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,15.0
234,ac_transmission,PRT_1,gw,electricity,PRT_2,4.580077046524
234,ac_transmission,PRT_2,gw,electricity,PRT_1,4.580077046524
235,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,15.0
235,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,15.0
235,ac_transmission,PRT_1,gw,electricity,PRT_2,4.691016675323
235,ac_transmission,PRT_2,gw,electricity,PRT_1,4.691016675323
236,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,15.0
236,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,15.0
236,ac_transmission,PRT_1,gw,electricity,PRT_2,4.1130871897717
236,ac_transmission,PRT_2,gw,electricity,PRT_1,4.1130871897717
237,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,15.0
237,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,15.0
237,ac_transmission,PRT_1,gw,electricity,PRT_2,4.454628122878
237,ac_transmission,PRT_2,gw,electricity,PRT_1,4.454628122878
238,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,15.0
238,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,15.0
238,ac_transmission,PRT_1,gw,electricity,PRT_2,4.5045085403414005
238,ac_transmission,PRT_2,gw,electricity,PRT_1,4.5045085403414005
239,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,15.0
239,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,15.0
239,ac_transmission,PRT_1,gw,electricity,PRT_2,4.5584353451311
239,ac_transmission,PRT_2,gw,electricity,PRT_1,4.5584353451311
240,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,15.0
240,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,15.0
240,ac_transmission,PRT_1,gw,electricity,PRT_2,4.6196809679654
240,ac_transmission,PRT_2,gw,electricity,PRT_1,4.6196809679654
241,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,15.0
241,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,15.0
241,ac_transmission,PRT_1,gw,electricity,PRT_2,4.867524959184
241,ac_transmission,PRT_2,gw,electricity,PRT_1,4.867524959184
242,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,15.0
242,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,15.0
242,ac_transmission,PRT_1,gw,electricity,PRT_2,5.100406282130099
242,ac_transmission,PRT_2,gw,electricity,PRT_1,5.100406282130099
243,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,15.0
243,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,15.0
243,ac_transmission,PRT_1,gw,electricity,PRT_2,5.363271920943
243,ac_transmission,PRT_2,gw,electricity,PRT_1,5.363271920943
244,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,15.0
244,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,15.0
244,ac_transmission,PRT_1,gw,electricity,PRT_2,5.4474852263214
244,ac_transmission,PRT_2,gw,electricity,PRT_1,5.4474852263214
245,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,15.0
245,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,15.0
245,ac_transmission,PRT_1,gw,electricity,PRT_2,5.5092173225401995
245,ac_transmission,PRT_2,gw,electricity,PRT_1,5.5092173225401995
246,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,15.0
246,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,15.0
246,ac_transmission,PRT_1,gw,electricity,PRT_2,5.5207008231522
246,ac_transmission,PRT_2,gw,electricity,PRT_1,5.5207008231522
247,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,15.0
247,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,15.0
247,ac_transmission,PRT_1,gw,electricity,PRT_2,5.5136539848855
247,ac_transmission,PRT_2,gw,electricity,PRT_1,5.5136539848855
248,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,15.0
248,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,15.0
248,ac_transmission,PRT_1,gw,electricity,PRT_2,5.5067483431222
248,ac_transmission,PRT_2,gw,electricity,PRT_1,5.5067483431222
249,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,15.0
249,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,15.0
249,ac_transmission,PRT_1,gw,electricity,PRT_2,5.505254665662401
249,ac_transmission,PRT_2,gw,electricity,PRT_1,5.505254665662401
250,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,15.0
250,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,15.0
250,ac_transmission,PRT_1,gw,electricity,PRT_2,5.504115503793099
250,ac_transmission,PRT_2,gw,electricity,PRT_1,5.504115503793099
251,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,15.0
251,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,15.0
251,ac_transmission,PRT_1,gw,electricity,PRT_2,6.2682251988024005
251,ac_transmission,PRT_2,gw,electricity,PRT_1,6.2682251988024005
252,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,15.0
252,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,15.0
252,ac_transmission,PRT_1,gw,electricity,PRT_2,6.1796396920926995
252,ac_transmission,PRT_2,gw,electricity,PRT_1,6.1796396920926995
253,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,15.0
253,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,15.0
253,ac_transmission,PRT_1,gw,electricity,PRT_2,6.3063892937554
253,ac_transmission,PRT_2,gw,electricity,PRT_1,6.3063892937554
254,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,15.0
254,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,15.0
254,ac_transmission,PRT_1,gw,electricity,PRT_2,6.3359765181833
254,ac_transmission,PRT_2,gw,electricity,PRT_1,6.3359765181833
255,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,15.0
255,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,15.0
255,ac_transmission,PRT_1,gw,electricity,PRT_2,6.2690077535625
255,ac_transmission,PRT_2,gw,electricity,PRT_1,6.2690077535625
256,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,15.0
256,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,15.0
256,ac_transmission,PRT_1,gw,electricity,PRT_2,6.2841280251073
256,ac_transmission,PRT_2,gw,electricity,PRT_1,6.2841280251073
257,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,15.0
257,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,15.0
257,ac_transmission,PRT_1,gw,electricity,PRT_2,6.2721097836624
257,ac_transmission,PRT_2,gw,electricity,PRT_1,6.2721097836624
258,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,15.0
258,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,15.0
258,ac_transmission,PRT_1,gw,electricity,PRT_2,6.3104839839935
258,ac_transmission,PRT_2,gw,electricity,PRT_1,6.3104839839935
259,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,15.0
259,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,15.0
259,ac_transmission,PRT_1,gw,electricity,PRT_2,6.272813926757699
259,ac_transmission,PRT_2,gw,electricity,PRT_1,6.272813926757699
260,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,15.0
260,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,15.0
260,ac_transmission,PRT_1,gw,electricity,PRT_2,6.290016073992099
260,ac_transmission,PRT_2,gw,electricity,PRT_1,6.290016073992099
0,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,15.0
1,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000051227844
2,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,4.4884022592824
3,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.2493568572126
4,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.6996763507579
5,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0665241024723
6,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.2924214474873996
7,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.1763023288313996
8,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0001440163904
9,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.1426282733027002
10,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000208594170004
11,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000057740922
12,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0003672314052
13,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.000056596491
14,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0006151217497
15,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,2.9999998076981
16,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0004738718736
17,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0001740856541
18,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0011961739462003
19,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000348933643
20,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0019408239853
21,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0010840760566
22,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0023006871322
23,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0009552206532
24,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0014859319880003
25,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0003972712883002
26,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0027700929704
27,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0003119526708
28,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0003034899738
29,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0009457185192
30,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0006956050788
31,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0077326447262
32,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0004037509156003
33,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0059298803923
34,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.001582306284
35,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0020382529426
36,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0027671519969
37,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0004126050302
38,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0002884579683
39,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000010160049997
40,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000999581114
41,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0010985250599
42,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0012868348
43,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0023576513016996
44,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0005412106283997
45,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0004460057807
46,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000930112379
47,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0016823776583
48,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0015675596452
49,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0014550347169
50,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0001441177059
51,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000514471519
52,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0002028590660004
53,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0002434467938
54,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000697685845
55,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000166772915002
56,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000127249489004
57,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000074582011997
58,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000224435237
59,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000040227422002
60,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000119663598
61,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000073356887
62,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0015733394508
63,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000052499117
64,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0001044087043
65,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000007661511
66,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000782229198
67,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000078989181
68,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000037357836997
